id,name,description
Article 54.3(a),EU-AIACT Article 54.3(a),[Auto-generated stub] EU-AIACT requirement Article 54.3(a) (family: Article). Replace with authoritative text.
Article 54.3(b),EU-AIACT Article 54.3(b),[Auto-generated stub] EU-AIACT requirement Article 54.3(b) (family: Article). Replace with authoritative text.
Article 54.3(c),EU-AIACT Article 54.3(c),[Auto-generated stub] EU-AIACT requirement Article 54.3(c) (family: Article). Replace with authoritative text.
Article 54.3(d),EU-AIACT Article 54.3(d),[Auto-generated stub] EU-AIACT requirement Article 54.3(d) (family: Article). Replace with authoritative text.
Article 54.4,EU-AIACT Article 54.4,[Auto-generated stub] EU-AIACT requirement Article 54.4 (family: Article). Replace with authoritative text.
Article 54.5,EU-AIACT Article 54.5,[Auto-generated stub] EU-AIACT requirement Article 54.5 (family: Article). Replace with authoritative text.
Article 55.1(a),EU-AIACT Article 55.1(a),[Auto-generated stub] EU-AIACT requirement Article 55.1(a) (family: Article). Replace with authoritative text.
Article 55.1(b),EU-AIACT Article 55.1(b),[Auto-generated stub] EU-AIACT requirement Article 55.1(b) (family: Article). Replace with authoritative text.
Article 55.1(c),EU-AIACT Article 55.1(c),[Auto-generated stub] EU-AIACT requirement Article 55.1(c) (family: Article). Replace with authoritative text.
Article 55.1(d),EU-AIACT Article 55.1(d),[Auto-generated stub] EU-AIACT requirement Article 55.1(d) (family: Article). Replace with authoritative text.
Article 55.2,EU-AIACT Article 55.2,[Auto-generated stub] EU-AIACT requirement Article 55.2 (family: Article). Replace with authoritative text.
Article 6.1,EU-AIACT Article 6.1,[Auto-generated stub] EU-AIACT requirement Article 6.1 (family: Article). Replace with authoritative text.
Article 6.1(a),EU-AIACT Article 6.1(a),[Auto-generated stub] EU-AIACT requirement Article 6.1(a) (family: Article). Replace with authoritative text.
Article 6.3,EU-AIACT Article 6.3,[Auto-generated stub] EU-AIACT requirement Article 6.3 (family: Article). Replace with authoritative text.
Article 60.1,EU-AIACT Article 60.1,[Auto-generated stub] EU-AIACT requirement Article 60.1 (family: Article). Replace with authoritative text.
Article 60.2,EU-AIACT Article 60.2,[Auto-generated stub] EU-AIACT requirement Article 60.2 (family: Article). Replace with authoritative text.
Article 60.3,EU-AIACT Article 60.3,[Auto-generated stub] EU-AIACT requirement Article 60.3 (family: Article). Replace with authoritative text.
Article 60.4(a),EU-AIACT Article 60.4(a),[Auto-generated stub] EU-AIACT requirement Article 60.4(a) (family: Article). Replace with authoritative text.
Article 60.4(b),EU-AIACT Article 60.4(b),[Auto-generated stub] EU-AIACT requirement Article 60.4(b) (family: Article). Replace with authoritative text.
Article 60.4(c),EU-AIACT Article 60.4(c),[Auto-generated stub] EU-AIACT requirement Article 60.4(c) (family: Article). Replace with authoritative text.
Article 60.4(d),EU-AIACT Article 60.4(d),[Auto-generated stub] EU-AIACT requirement Article 60.4(d) (family: Article). Replace with authoritative text.
Article 60.4(e),EU-AIACT Article 60.4(e),[Auto-generated stub] EU-AIACT requirement Article 60.4(e) (family: Article). Replace with authoritative text.
Article 60.4(f),EU-AIACT Article 60.4(f),[Auto-generated stub] EU-AIACT requirement Article 60.4(f) (family: Article). Replace with authoritative text.
Article 60.4(g),EU-AIACT Article 60.4(g),[Auto-generated stub] EU-AIACT requirement Article 60.4(g) (family: Article). Replace with authoritative text.
Article 60.4(h),EU-AIACT Article 60.4(h),[Auto-generated stub] EU-AIACT requirement Article 60.4(h) (family: Article). Replace with authoritative text.
Article 60.4(i),EU-AIACT Article 60.4(i),[Auto-generated stub] EU-AIACT requirement Article 60.4(i) (family: Article). Replace with authoritative text.
Article 60.4(j),EU-AIACT Article 60.4(j),[Auto-generated stub] EU-AIACT requirement Article 60.4(j) (family: Article). Replace with authoritative text.
Article 60.4(k),EU-AIACT Article 60.4(k),[Auto-generated stub] EU-AIACT requirement Article 60.4(k) (family: Article). Replace with authoritative text.
Article 60.7,EU-AIACT Article 60.7,[Auto-generated stub] EU-AIACT requirement Article 60.7 (family: Article). Replace with authoritative text.
Article 60.8,EU-AIACT Article 60.8,[Auto-generated stub] EU-AIACT requirement Article 60.8 (family: Article). Replace with authoritative text.
Article 61.1,EU-AIACT Article 61.1,[Auto-generated stub] EU-AIACT requirement Article 61.1 (family: Article). Replace with authoritative text.
Article 61.1(a),EU-AIACT Article 61.1(a),[Auto-generated stub] EU-AIACT requirement Article 61.1(a) (family: Article). Replace with authoritative text.
Article 61.1(b),EU-AIACT Article 61.1(b),[Auto-generated stub] EU-AIACT requirement Article 61.1(b) (family: Article). Replace with authoritative text.
Article 61.1(c),EU-AIACT Article 61.1(c),[Auto-generated stub] EU-AIACT requirement Article 61.1(c) (family: Article). Replace with authoritative text.
Article 61.1(d),EU-AIACT Article 61.1(d),[Auto-generated stub] EU-AIACT requirement Article 61.1(d) (family: Article). Replace with authoritative text.
Article 61.1(e),EU-AIACT Article 61.1(e),[Auto-generated stub] EU-AIACT requirement Article 61.1(e) (family: Article). Replace with authoritative text.
Article 61.2,EU-AIACT Article 61.2,[Auto-generated stub] EU-AIACT requirement Article 61.2 (family: Article). Replace with authoritative text.
Article 72.1,EU-AIACT Article 72.1,[Auto-generated stub] EU-AIACT requirement Article 72.1 (family: Article). Replace with authoritative text.
Article 72.2,EU-AIACT Article 72.2,[Auto-generated stub] EU-AIACT requirement Article 72.2 (family: Article). Replace with authoritative text.
Article 72.3,EU-AIACT Article 72.3,[Auto-generated stub] EU-AIACT requirement Article 72.3 (family: Article). Replace with authoritative text.
Article 72.4,EU-AIACT Article 72.4,[Auto-generated stub] EU-AIACT requirement Article 72.4 (family: Article). Replace with authoritative text.
Article 73.1,EU-AIACT Article 73.1,[Auto-generated stub] EU-AIACT requirement Article 73.1 (family: Article). Replace with authoritative text.
Article 73.2,EU-AIACT Article 73.2,[Auto-generated stub] EU-AIACT requirement Article 73.2 (family: Article). Replace with authoritative text.
Article 73.3,EU-AIACT Article 73.3,[Auto-generated stub] EU-AIACT requirement Article 73.3 (family: Article). Replace with authoritative text.
Article 73.4,EU-AIACT Article 73.4,[Auto-generated stub] EU-AIACT requirement Article 73.4 (family: Article). Replace with authoritative text.
Article 73.5,EU-AIACT Article 73.5,[Auto-generated stub] EU-AIACT requirement Article 73.5 (family: Article). Replace with authoritative text.
Article 73.6,EU-AIACT Article 73.6,[Auto-generated stub] EU-AIACT requirement Article 73.6 (family: Article). Replace with authoritative text.
Article 79.4,EU-AIACT Article 79.4,[Auto-generated stub] EU-AIACT requirement Article 79.4 (family: Article). Replace with authoritative text.
Article 8.1,EU-AIACT Article 8.1,[Auto-generated stub] EU-AIACT requirement Article 8.1 (family: Article). Replace with authoritative text.
Article 8.2,EU-AIACT Article 8.2,[Auto-generated stub] EU-AIACT requirement Article 8.2 (family: Article). Replace with authoritative text.
Article 80.4,EU-AIACT Article 80.4,[Auto-generated stub] EU-AIACT requirement Article 80.4 (family: Article). Replace with authoritative text.
Article 80.5,EU-AIACT Article 80.5,[Auto-generated stub] EU-AIACT requirement Article 80.5 (family: Article). Replace with authoritative text.
Article 82.2,EU-AIACT Article 82.2,[Auto-generated stub] EU-AIACT requirement Article 82.2 (family: Article). Replace with authoritative text.
Article 9.1,EU-AIACT Article 9.1,[Auto-generated stub] EU-AIACT requirement Article 9.1 (family: Article). Replace with authoritative text.
Article 9.2,EU-AIACT Article 9.2,[Auto-generated stub] EU-AIACT requirement Article 9.2 (family: Article). Replace with authoritative text.
Article 9.2(a),EU-AIACT Article 9.2(a),[Auto-generated stub] EU-AIACT requirement Article 9.2(a) (family: Article). Replace with authoritative text.
Article 9.2(b),EU-AIACT Article 9.2(b),[Auto-generated stub] EU-AIACT requirement Article 9.2(b) (family: Article). Replace with authoritative text.
Article 9.2(c),EU-AIACT Article 9.2(c),[Auto-generated stub] EU-AIACT requirement Article 9.2(c) (family: Article). Replace with authoritative text.
Article 9.2(d),EU-AIACT Article 9.2(d),[Auto-generated stub] EU-AIACT requirement Article 9.2(d) (family: Article). Replace with authoritative text.
Article 9.4,EU-AIACT Article 9.4,[Auto-generated stub] EU-AIACT requirement Article 9.4 (family: Article). Replace with authoritative text.
Article 9.5,EU-AIACT Article 9.5,[Auto-generated stub] EU-AIACT requirement Article 9.5 (family: Article). Replace with authoritative text.
Article 9.5(a),EU-AIACT Article 9.5(a),[Auto-generated stub] EU-AIACT requirement Article 9.5(a) (family: Article). Replace with authoritative text.
Article 9.5(b),EU-AIACT Article 9.5(b),[Auto-generated stub] EU-AIACT requirement Article 9.5(b) (family: Article). Replace with authoritative text.
Article 9.5(c),EU-AIACT Article 9.5(c),[Auto-generated stub] EU-AIACT requirement Article 9.5(c) (family: Article). Replace with authoritative text.
Article 9.6,EU-AIACT Article 9.6,[Auto-generated stub] EU-AIACT requirement Article 9.6 (family: Article). Replace with authoritative text.
Article 9.7,EU-AIACT Article 9.7,[Auto-generated stub] EU-AIACT requirement Article 9.7 (family: Article). Replace with authoritative text.
Article 9.8,EU-AIACT Article 9.8,[Auto-generated stub] EU-AIACT requirement Article 9.8 (family: Article). Replace with authoritative text.
Article 9.9,EU-AIACT Article 9.9,[Auto-generated stub] EU-AIACT requirement Article 9.9 (family: Article). Replace with authoritative text.
Article 91.4,EU-AIACT Article 91.4,[Auto-generated stub] EU-AIACT requirement Article 91.4 (family: Article). Replace with authoritative text.
Article 91.5,EU-AIACT Article 91.5,[Auto-generated stub] EU-AIACT requirement Article 91.5 (family: Article). Replace with authoritative text.
Article 92.4,EU-AIACT Article 92.4,[Auto-generated stub] EU-AIACT requirement Article 92.4 (family: Article). Replace with authoritative text.
Article 92.5,EU-AIACT Article 92.5,[Auto-generated stub] EU-AIACT requirement Article 92.5 (family: Article). Replace with authoritative text.
Article 93.1(a),EU-AIACT Article 93.1(a),[Auto-generated stub] EU-AIACT requirement Article 93.1(a) (family: Article). Replace with authoritative text.
Article 93.1(b),EU-AIACT Article 93.1(b),[Auto-generated stub] EU-AIACT requirement Article 93.1(b) (family: Article). Replace with authoritative text.
Article 93.1(c),EU-AIACT Article 93.1(c),[Auto-generated stub] EU-AIACT requirement Article 93.1(c) (family: Article). Replace with authoritative text.
